week_start_date,ward,organism,antibiotic,susceptibility_percent,total_tested
2021-12-29,ICu,Pseudomonas aeruginosa,Ciprofloxacin,49.63,19
2022-01-05,ICu,Pseudomonas aeruginosa,Ciprofloxacin,62.88,18
2022-01-12,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.44,8
2022-01-19,ICu,Pseudomonas aeruginosa,Ciprofloxacin,61.66,12
2022-01-26,ICu,Pseudomonas aeruginosa,Ciprofloxacin,56.73,13
2022-02-02,ICu,Pseudomonas aeruginosa,Ciprofloxacin,72.93,20
2022-02-09,ICu,Pseudomonas aeruginosa,Ciprofloxacin,56.33,20
2022-02-16,ICu,Pseudomonas aeruginosa,Ciprofloxacin,56.23,14
2022-02-23,ICu,Pseudomonas aeruginosa,Ciprofloxacin,65.87,20
2022-03-02,ICu,Pseudomonas aeruginosa,Ciprofloxacin,69.23,11
2022-03-09,ICu,Pseudomonas aeruginosa,Ciprofloxacin,54.77,12
2022-03-16,ICu,Pseudomonas aeruginosa,Ciprofloxacin,47.65,16
2022-03-23,ICu,Pseudomonas aeruginosa,Ciprofloxacin,40.09,16
2022-03-30,ICu,Pseudomonas aeruginosa,Ciprofloxacin,61.99,17
2022-04-06,ICu,Pseudomonas aeruginosa,Ciprofloxacin,51.82,18
2022-04-13,ICu,Pseudomonas aeruginosa,Ciprofloxacin,40.18,10
2022-04-20,ICu,Pseudomonas aeruginosa,Ciprofloxacin,53.86,15
2022-04-27,ICu,Pseudomonas aeruginosa,Ciprofloxacin,51.18,9
2022-05-04,ICu,Pseudomonas aeruginosa,Ciprofloxacin,67.16,6
2022-05-11,ICu,Pseudomonas aeruginosa,Ciprofloxacin,61.44,13
2022-05-18,ICu,Pseudomonas aeruginosa,Ciprofloxacin,65.15,17
2022-05-25,ICu,Pseudomonas aeruginosa,Ciprofloxacin,64.95,13
2022-06-01,ICu,Pseudomonas aeruginosa,Ciprofloxacin,53.29,17
2022-06-08,ICu,Pseudomonas aeruginosa,Ciprofloxacin,50.9,13
2022-06-15,ICu,Pseudomonas aeruginosa,Ciprofloxacin,63.69,17
2022-06-22,ICu,Pseudomonas aeruginosa,Ciprofloxacin,74.05,21
2022-06-29,ICu,Pseudomonas aeruginosa,Ciprofloxacin,46.89,12
2022-07-06,ICu,Pseudomonas aeruginosa,Ciprofloxacin,42.73,28
2022-07-13,ICu,Pseudomonas aeruginosa,Ciprofloxacin,57.3,5
2022-07-20,ICu,Pseudomonas aeruginosa,Ciprofloxacin,56.25,21
2022-07-27,ICu,Pseudomonas aeruginosa,Ciprofloxacin,43.82,18
2022-08-03,ICu,Pseudomonas aeruginosa,Ciprofloxacin,58.08,9
2022-08-10,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.15,10
2022-08-17,ICu,Pseudomonas aeruginosa,Ciprofloxacin,41.72,2
2022-08-24,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.62,15
2022-08-31,ICu,Pseudomonas aeruginosa,Ciprofloxacin,50.72,20
2022-09-07,ICu,Pseudomonas aeruginosa,Ciprofloxacin,50.53,11
2022-09-14,ICu,Pseudomonas aeruginosa,Ciprofloxacin,46.63,19
2022-09-21,ICu,Pseudomonas aeruginosa,Ciprofloxacin,51.84,15
2022-09-28,ICu,Pseudomonas aeruginosa,Ciprofloxacin,53.52,12
2022-10-05,ICu,Pseudomonas aeruginosa,Ciprofloxacin,46.02,9
2022-10-12,ICu,Pseudomonas aeruginosa,Ciprofloxacin,45.34,14
2022-10-19,ICu,Pseudomonas aeruginosa,Ciprofloxacin,41.45,17
2022-10-26,ICu,Pseudomonas aeruginosa,Ciprofloxacin,47.31,10
2022-11-02,ICu,Pseudomonas aeruginosa,Ciprofloxacin,70.93,10
2022-11-09,ICu,Pseudomonas aeruginosa,Ciprofloxacin,48.09,6
2022-11-16,ICu,Pseudomonas aeruginosa,Ciprofloxacin,58.1,9
2022-11-23,ICu,Pseudomonas aeruginosa,Ciprofloxacin,57.16,19
2022-11-30,ICu,Pseudomonas aeruginosa,Ciprofloxacin,65.18,10
2022-12-07,ICu,Pseudomonas aeruginosa,Ciprofloxacin,55.39,22
2022-12-14,ICu,Pseudomonas aeruginosa,Ciprofloxacin,48.26,8
2022-12-21,ICu,Pseudomonas aeruginosa,Ciprofloxacin,51.08,5
2022-12-28,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.86,16
2023-01-04,ICu,Pseudomonas aeruginosa,Ciprofloxacin,44.43,7
2023-01-11,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.85,16
2023-01-18,ICu,Pseudomonas aeruginosa,Ciprofloxacin,58.61,16
2023-01-25,ICu,Pseudomonas aeruginosa,Ciprofloxacin,55.03,22
2023-02-01,ICu,Pseudomonas aeruginosa,Ciprofloxacin,42.36,15
2023-02-08,ICu,Pseudomonas aeruginosa,Ciprofloxacin,47.92,13
2023-02-15,ICu,Pseudomonas aeruginosa,Ciprofloxacin,53.51,15
2023-02-22,ICu,Pseudomonas aeruginosa,Ciprofloxacin,54.32,18
2023-03-01,ICu,Pseudomonas aeruginosa,Ciprofloxacin,46.68,26
2023-03-08,ICu,Pseudomonas aeruginosa,Ciprofloxacin,58.63,16
2023-03-15,ICu,Pseudomonas aeruginosa,Ciprofloxacin,49.92,20
2023-03-22,ICu,Pseudomonas aeruginosa,Ciprofloxacin,55.28,10
2023-03-29,ICu,Pseudomonas aeruginosa,Ciprofloxacin,68.82,13
2023-04-05,ICu,Pseudomonas aeruginosa,Ciprofloxacin,57.41,15
2023-04-12,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.26,14
2023-04-19,ICu,Pseudomonas aeruginosa,Ciprofloxacin,53.71,9
2023-04-26,ICu,Pseudomonas aeruginosa,Ciprofloxacin,55.59,13
2023-05-03,ICu,Pseudomonas aeruginosa,Ciprofloxacin,53.96,17
2023-05-10,ICu,Pseudomonas aeruginosa,Ciprofloxacin,69.52,24
2023-05-17,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.77,13
2023-05-24,ICu,Pseudomonas aeruginosa,Ciprofloxacin,41.71,14
2023-05-31,ICu,Pseudomonas aeruginosa,Ciprofloxacin,50.21,8
2023-06-07,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.63,15
2023-06-14,ICu,Pseudomonas aeruginosa,Ciprofloxacin,47.84,17
2023-06-21,ICu,Pseudomonas aeruginosa,Ciprofloxacin,48.54,11
2023-06-28,ICu,Pseudomonas aeruginosa,Ciprofloxacin,45.3,16
2023-07-05,ICu,Pseudomonas aeruginosa,Ciprofloxacin,48.74,12
2023-07-12,ICu,Pseudomonas aeruginosa,Ciprofloxacin,36.85,18
2023-07-19,ICu,Pseudomonas aeruginosa,Ciprofloxacin,46.89,14
2023-07-26,ICu,Pseudomonas aeruginosa,Ciprofloxacin,38.83,18
2023-08-02,ICu,Pseudomonas aeruginosa,Ciprofloxacin,44.26,12
2023-08-09,ICu,Pseudomonas aeruginosa,Ciprofloxacin,64.65,20
2023-08-16,ICu,Pseudomonas aeruginosa,Ciprofloxacin,51.45,16
2023-08-23,ICu,Pseudomonas aeruginosa,Ciprofloxacin,53.41,21
2023-08-30,ICu,Pseudomonas aeruginosa,Ciprofloxacin,48.14,23
2023-09-06,ICu,Pseudomonas aeruginosa,Ciprofloxacin,34.68,19
2023-09-13,ICu,Pseudomonas aeruginosa,Ciprofloxacin,56.39,13
2023-09-20,ICu,Pseudomonas aeruginosa,Ciprofloxacin,36.99,14
2023-09-27,ICu,Pseudomonas aeruginosa,Ciprofloxacin,34.37,20
2023-10-04,ICu,Pseudomonas aeruginosa,Ciprofloxacin,40.26,12
2023-10-11,ICu,Pseudomonas aeruginosa,Ciprofloxacin,43.74,16
2023-10-18,ICu,Pseudomonas aeruginosa,Ciprofloxacin,50.24,12
2023-10-25,ICu,Pseudomonas aeruginosa,Ciprofloxacin,45.39,21
2023-11-01,ICu,Pseudomonas aeruginosa,Ciprofloxacin,41.38,13
2023-11-08,ICu,Pseudomonas aeruginosa,Ciprofloxacin,42.43,15
2023-11-15,ICu,Pseudomonas aeruginosa,Ciprofloxacin,44.14,16
2023-11-22,ICu,Pseudomonas aeruginosa,Ciprofloxacin,43.55,20
2023-11-29,ICu,Pseudomonas aeruginosa,Ciprofloxacin,45.07,14
2023-12-06,ICu,Pseudomonas aeruginosa,Ciprofloxacin,54.61,21
2023-12-13,ICu,Pseudomonas aeruginosa,Ciprofloxacin,53.29,17
2023-12-20,ICu,Pseudomonas aeruginosa,Ciprofloxacin,37.53,16
2023-12-27,ICu,Pseudomonas aeruginosa,Ciprofloxacin,49.08,20
2024-01-03,ICu,Pseudomonas aeruginosa,Ciprofloxacin,49.2,6
2024-01-10,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.05,16
2024-01-17,ICu,Pseudomonas aeruginosa,Ciprofloxacin,49.26,14
2024-01-24,ICu,Pseudomonas aeruginosa,Ciprofloxacin,60.66,18
2024-01-31,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.34,7
2024-02-07,ICu,Pseudomonas aeruginosa,Ciprofloxacin,43.19,17
2024-02-14,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.32,18
2024-02-21,ICu,Pseudomonas aeruginosa,Ciprofloxacin,44.54,18
2024-02-28,ICu,Pseudomonas aeruginosa,Ciprofloxacin,48.36,8
2024-03-06,ICu,Pseudomonas aeruginosa,Ciprofloxacin,63.81,10
2024-03-13,ICu,Pseudomonas aeruginosa,Ciprofloxacin,58.99,8
2024-03-20,ICu,Pseudomonas aeruginosa,Ciprofloxacin,46.72,4
2024-03-27,ICu,Pseudomonas aeruginosa,Ciprofloxacin,58.88,20
2024-04-03,ICu,Pseudomonas aeruginosa,Ciprofloxacin,49.9,10
2024-04-10,ICu,Pseudomonas aeruginosa,Ciprofloxacin,46.24,18
2024-04-17,ICu,Pseudomonas aeruginosa,Ciprofloxacin,47.63,7
2024-04-24,ICu,Pseudomonas aeruginosa,Ciprofloxacin,28.19,15
2024-05-01,ICu,Pseudomonas aeruginosa,Ciprofloxacin,59.91,13
2024-05-08,ICu,Pseudomonas aeruginosa,Ciprofloxacin,66.77,19
2024-05-15,ICu,Pseudomonas aeruginosa,Ciprofloxacin,52.8,11
2024-05-22,ICu,Pseudomonas aeruginosa,Ciprofloxacin,49.22,13
2024-05-29,ICu,Pseudomonas aeruginosa,Ciprofloxacin,61.18,15
2024-06-05,ICu,Pseudomonas aeruginosa,Ciprofloxacin,59.17,15
2024-06-12,ICu,Pseudomonas aeruginosa,Ciprofloxacin,44.26,15
2024-06-19,ICu,Pseudomonas aeruginosa,Ciprofloxacin,62.28,11
2024-06-26,ICu,Pseudomonas aeruginosa,Ciprofloxacin,38.82,18
2024-07-03,ICu,Pseudomonas aeruginosa,Ciprofloxacin,54.26,15
2024-07-10,ICu,Pseudomonas aeruginosa,Ciprofloxacin,64.75,12
2024-07-17,ICu,Pseudomonas aeruginosa,Ciprofloxacin,57.25,24
2024-07-24,ICu,Pseudomonas aeruginosa,Ciprofloxacin,50.72,13
2024-07-31,ICu,Pseudomonas aeruginosa,Ciprofloxacin,43.76,25
2024-08-07,ICu,Pseudomonas aeruginosa,Ciprofloxacin,45.2,14
2024-08-14,ICu,Pseudomonas aeruginosa,Ciprofloxacin,35.55,15
2024-08-21,ICu,Pseudomonas aeruginosa,Ciprofloxacin,62.21,9
2024-08-28,ICu,Pseudomonas aeruginosa,Ciprofloxacin,49.02,19
2024-09-04,ICu,Pseudomonas aeruginosa,Ciprofloxacin,45.55,19
2024-09-11,ICu,Pseudomonas aeruginosa,Ciprofloxacin,33.45,15
2024-09-18,ICu,Pseudomonas aeruginosa,Ciprofloxacin,49.93,10
2024-09-25,ICu,Pseudomonas aeruginosa,Ciprofloxacin,55.3,17
2024-10-02,ICu,Pseudomonas aeruginosa,Ciprofloxacin,49.04,11
2024-10-09,ICu,Pseudomonas aeruginosa,Ciprofloxacin,35.87,12
2024-10-16,ICu,Pseudomonas aeruginosa,Ciprofloxacin,40.85,12
2024-10-23,ICu,Pseudomonas aeruginosa,Ciprofloxacin,46.33,20
2024-10-30,ICu,Pseudomonas aeruginosa,Ciprofloxacin,44.31,13
2024-11-06,ICu,Pseudomonas aeruginosa,Ciprofloxacin,41.64,8
2024-11-13,ICu,Pseudomonas aeruginosa,Ciprofloxacin,55.22,21
2024-11-20,ICu,Pseudomonas aeruginosa,Ciprofloxacin,51.9,19
2024-11-27,ICu,Pseudomonas aeruginosa,Ciprofloxacin,44.92,12
2024-12-04,ICu,Pseudomonas aeruginosa,Ciprofloxacin,56.8,22
2024-12-11,ICu,Pseudomonas aeruginosa,Ciprofloxacin,38.36,26
2024-12-18,ICu,Pseudomonas aeruginosa,Ciprofloxacin,58.64,18
2020-01-01,ICu,Pseudomonas aeruginosa,Levofloxacin,60.94,17
2020-01-08,ICu,Pseudomonas aeruginosa,Levofloxacin,61.71,8
2020-01-15,ICu,Pseudomonas aeruginosa,Levofloxacin,67.33,15
2020-01-22,ICu,Pseudomonas aeruginosa,Levofloxacin,77.29,16
2020-01-29,ICu,Pseudomonas aeruginosa,Levofloxacin,78.7,6
2020-02-05,ICu,Pseudomonas aeruginosa,Levofloxacin,67.9,17
2020-02-12,ICu,Pseudomonas aeruginosa,Levofloxacin,81.61,20
2020-02-19,ICu,Pseudomonas aeruginosa,Levofloxacin,82.02,8
2020-02-26,ICu,Pseudomonas aeruginosa,Levofloxacin,79.23,8
2020-03-04,ICu,Pseudomonas aeruginosa,Levofloxacin,54.59,15
2020-03-11,ICu,Pseudomonas aeruginosa,Levofloxacin,79.98,22
2020-03-18,ICu,Pseudomonas aeruginosa,Levofloxacin,71.54,16
2020-03-25,ICu,Pseudomonas aeruginosa,Levofloxacin,74.7,10
2020-04-01,ICu,Pseudomonas aeruginosa,Levofloxacin,83.27,9
2020-04-08,ICu,Pseudomonas aeruginosa,Levofloxacin,65.0,10
2020-04-15,ICu,Pseudomonas aeruginosa,Levofloxacin,73.49,8
2020-04-22,ICu,Pseudomonas aeruginosa,Levofloxacin,66.73,15
2020-04-29,ICu,Pseudomonas aeruginosa,Levofloxacin,76.58,23
2020-05-06,ICu,Pseudomonas aeruginosa,Levofloxacin,66.81,16
2020-05-13,ICu,Pseudomonas aeruginosa,Levofloxacin,60.16,9
2020-05-20,ICu,Pseudomonas aeruginosa,Levofloxacin,64.84,15
2020-05-27,ICu,Pseudomonas aeruginosa,Levofloxacin,69.38,16
2020-06-03,ICu,Pseudomonas aeruginosa,Levofloxacin,69.11,12
2020-06-10,ICu,Pseudomonas aeruginosa,Levofloxacin,56.88,8
2020-06-17,ICu,Pseudomonas aeruginosa,Levofloxacin,77.64,6
2020-06-24,ICu,Pseudomonas aeruginosa,Levofloxacin,55.01,18
2020-07-01,ICu,Pseudomonas aeruginosa,Levofloxacin,72.57,11
2020-07-08,ICu,Pseudomonas aeruginosa,Levofloxacin,59.72,13
2020-07-15,ICu,Pseudomonas aeruginosa,Levofloxacin,65.15,12
2020-07-22,ICu,Pseudomonas aeruginosa,Levofloxacin,52.35,8
2020-07-29,ICu,Pseudomonas aeruginosa,Levofloxacin,61.43,19
2020-08-05,ICu,Pseudomonas aeruginosa,Levofloxacin,73.36,15
2020-08-12,ICu,Pseudomonas aeruginosa,Levofloxacin,64.72,15
2020-08-19,ICu,Pseudomonas aeruginosa,Levofloxacin,52.27,12
2020-08-26,ICu,Pseudomonas aeruginosa,Levofloxacin,52.52,9
2020-09-02,ICu,Pseudomonas aeruginosa,Levofloxacin,47.21,23
2020-09-09,ICu,Pseudomonas aeruginosa,Levofloxacin,56.52,13
2020-09-16,ICu,Pseudomonas aeruginosa,Levofloxacin,53.08,9
2020-09-23,ICu,Pseudomonas aeruginosa,Levofloxacin,64.21,8
2020-09-30,ICu,Pseudomonas aeruginosa,Levofloxacin,72.58,14
2020-10-07,ICu,Pseudomonas aeruginosa,Levofloxacin,54.0,13
2020-10-14,ICu,Pseudomonas aeruginosa,Levofloxacin,60.48,8
2020-10-21,ICu,Pseudomonas aeruginosa,Levofloxacin,48.04,11
2020-10-28,ICu,Pseudomonas aeruginosa,Levofloxacin,68.05,13
2020-11-04,ICu,Pseudomonas aeruginosa,Levofloxacin,52.53,11
2020-11-11,ICu,Pseudomonas aeruginosa,Levofloxacin,64.2,17
2020-11-18,ICu,Pseudomonas aeruginosa,Levofloxacin,70.8,21
2020-11-25,ICu,Pseudomonas aeruginosa,Levofloxacin,57.08,11
2020-12-02,ICu,Pseudomonas aeruginosa,Levofloxacin,73.24,15
2020-12-09,ICu,Pseudomonas aeruginosa,Levofloxacin,73.42,17
2020-12-16,ICu,Pseudomonas aeruginosa,Levofloxacin,64.18,17
2020-12-23,ICu,Pseudomonas aeruginosa,Levofloxacin,79.96,14
2020-12-30,ICu,Pseudomonas aeruginosa,Levofloxacin,72.88,10
2021-01-06,ICu,Pseudomonas aeruginosa,Levofloxacin,71.3,20
2021-01-13,ICu,Pseudomonas aeruginosa,Levofloxacin,70.52,15
2021-01-20,ICu,Pseudomonas aeruginosa,Levofloxacin,77.8,15
2021-01-27,ICu,Pseudomonas aeruginosa,Levofloxacin,74.45,12
2021-02-03,ICu,Pseudomonas aeruginosa,Levofloxacin,79.06,18
2021-02-10,ICu,Pseudomonas aeruginosa,Levofloxacin,80.26,13
2021-02-17,ICu,Pseudomonas aeruginosa,Levofloxacin,83.91,8
2021-02-24,ICu,Pseudomonas aeruginosa,Levofloxacin,72.77,20
2021-03-03,ICu,Pseudomonas aeruginosa,Levofloxacin,72.4,15
2021-03-10,ICu,Pseudomonas aeruginosa,Levofloxacin,70.03,15
2021-03-17,ICu,Pseudomonas aeruginosa,Levofloxacin,66.35,20
2021-03-24,ICu,Pseudomonas aeruginosa,Levofloxacin,82.44,12
2021-03-31,ICu,Pseudomonas aeruginosa,Levofloxacin,84.17,15
2021-04-07,ICu,Pseudomonas aeruginosa,Levofloxacin,74.81,11
2021-04-14,ICu,Pseudomonas aeruginosa,Levofloxacin,75.33,19
2021-04-21,ICu,Pseudomonas aeruginosa,Levofloxacin,68.02,18
2021-04-28,ICu,Pseudomonas aeruginosa,Levofloxacin,77.08,18
2021-05-05,ICu,Pseudomonas aeruginosa,Levofloxacin,66.2,15
2021-05-12,ICu,Pseudomonas aeruginosa,Levofloxacin,63.28,5
2021-05-19,ICu,Pseudomonas aeruginosa,Levofloxacin,59.57,10
2021-05-26,ICu,Pseudomonas aeruginosa,Levofloxacin,58.92,20
2021-06-02,ICu,Pseudomonas aeruginosa,Levofloxacin,67.71,15
2021-06-09,ICu,Pseudomonas aeruginosa,Levofloxacin,65.61,17
2021-06-16,ICu,Pseudomonas aeruginosa,Levofloxacin,70.9,12
2021-06-23,ICu,Pseudomonas aeruginosa,Levofloxacin,60.03,11
2021-06-30,ICu,Pseudomonas aeruginosa,Levofloxacin,45.06,17
2021-07-07,ICu,Pseudomonas aeruginosa,Levofloxacin,67.86,16
2021-07-14,ICu,Pseudomonas aeruginosa,Levofloxacin,78.32,23
2021-07-21,ICu,Pseudomonas aeruginosa,Levofloxacin,66.71,8
2021-07-28,ICu,Pseudomonas aeruginosa,Levofloxacin,59.85,2
2021-08-04,ICu,Pseudomonas aeruginosa,Levofloxacin,53.7,26
2021-08-11,ICu,Pseudomonas aeruginosa,Levofloxacin,61.14,15
2021-08-18,ICu,Pseudomonas aeruginosa,Levofloxacin,50.15,17
2021-08-25,ICu,Pseudomonas aeruginosa,Levofloxacin,72.5,12
2021-09-01,ICu,Pseudomonas aeruginosa,Levofloxacin,71.76,17
2021-09-08,ICu,Pseudomonas aeruginosa,Levofloxacin,70.89,15
2021-09-15,ICu,Pseudomonas aeruginosa,Levofloxacin,56.8,15
2021-09-22,ICu,Pseudomonas aeruginosa,Levofloxacin,70.67,10
2021-09-29,ICu,Pseudomonas aeruginosa,Levofloxacin,68.38,14
2021-10-06,ICu,Pseudomonas aeruginosa,Levofloxacin,55.66,14
2021-10-13,ICu,Pseudomonas aeruginosa,Levofloxacin,56.49,17
2021-10-20,ICu,Pseudomonas aeruginosa,Levofloxacin,62.76,15
2021-10-27,ICu,Pseudomonas aeruginosa,Levofloxacin,51.16,16
2021-11-03,ICu,Pseudomonas aeruginosa,Levofloxacin,65.3,17
2021-11-10,ICu,Pseudomonas aeruginosa,Levofloxacin,61.27,7
2021-11-17,ICu,Pseudomonas aeruginosa,Levofloxacin,61.18,7
2021-11-24,ICu,Pseudomonas aeruginosa,Levofloxacin,67.99,8
2021-12-01,ICu,Pseudomonas aeruginosa,Levofloxacin,60.45,23
2021-12-08,ICu,Pseudomonas aeruginosa,Levofloxacin,53.6,17
2021-12-15,ICu,Pseudomonas aeruginosa,Levofloxacin,72.23,14
2021-12-22,ICu,Pseudomonas aeruginosa,Levofloxacin,68.2,15
2021-12-29,ICu,Pseudomonas aeruginosa,Levofloxacin,66.65,10
2022-01-05,ICu,Pseudomonas aeruginosa,Levofloxacin,70.42,13
2022-01-12,ICu,Pseudomonas aeruginosa,Levofloxacin,78.28,13
2022-01-19,ICu,Pseudomonas aeruginosa,Levofloxacin,74.2,19
2022-01-26,ICu,Pseudomonas aeruginosa,Levofloxacin,67.1,17
2022-02-02,ICu,Pseudomonas aeruginosa,Levofloxacin,55.02,20
2022-02-09,ICu,Pseudomonas aeruginosa,Levofloxacin,64.27,15
2022-02-16,ICu,Pseudomonas aeruginosa,Levofloxacin,68.76,14
2022-02-23,ICu,Pseudomonas aeruginosa,Levofloxacin,74.04,12
2022-03-02,ICu,Pseudomonas aeruginosa,Levofloxacin,77.57,22
2022-03-09,ICu,Pseudomonas aeruginosa,Levofloxacin,34.86,17
2022-03-16,ICu,Pseudomonas aeruginosa,Levofloxacin,65.03,17
2022-03-23,ICu,Pseudomonas aeruginosa,Levofloxacin,80.54,8
2022-03-30,ICu,Pseudomonas aeruginosa,Levofloxacin,81.17,13
2022-04-06,ICu,Pseudomonas aeruginosa,Levofloxacin,61.24,13
2022-04-13,ICu,Pseudomonas aeruginosa,Levofloxacin,68.35,25
2022-04-20,ICu,Pseudomonas aeruginosa,Levofloxacin,75.29,7
2022-04-27,ICu,Pseudomonas aeruginosa,Levofloxacin,71.49,11
2022-05-04,ICu,Pseudomonas aeruginosa,Levofloxacin,77.93,9
2022-05-11,ICu,Pseudomonas aeruginosa,Levofloxacin,64.95,10
2022-05-18,ICu,Pseudomonas aeruginosa,Levofloxacin,74.32,14
2022-05-25,ICu,Pseudomonas aeruginosa,Levofloxacin,63.23,11
2022-06-01,ICu,Pseudomonas aeruginosa,Levofloxacin,54.32,15
2022-06-08,ICu,Pseudomonas aeruginosa,Levofloxacin,53.3,16
2022-06-15,ICu,Pseudomonas aeruginosa,Levofloxacin,70.66,13
2022-06-22,ICu,Pseudomonas aeruginosa,Levofloxacin,73.0,4
2022-06-29,ICu,Pseudomonas aeruginosa,Levofloxacin,61.09,9
2022-07-06,ICu,Pseudomonas aeruginosa,Levofloxacin,61.26,17
2022-07-13,ICu,Pseudomonas aeruginosa,Levofloxacin,69.12,15
2022-07-20,ICu,Pseudomonas aeruginosa,Levofloxacin,60.51,14
2022-07-27,ICu,Pseudomonas aeruginosa,Levofloxacin,67.36,9
2022-08-03,ICu,Pseudomonas aeruginosa,Levofloxacin,63.94,8
2022-08-10,ICu,Pseudomonas aeruginosa,Levofloxacin,63.88,17
2022-08-17,ICu,Pseudomonas aeruginosa,Levofloxacin,53.03,20
2022-08-24,ICu,Pseudomonas aeruginosa,Levofloxacin,58.45,11
2022-08-31,ICu,Pseudomonas aeruginosa,Levofloxacin,47.53,12
2022-09-07,ICu,Pseudomonas aeruginosa,Levofloxacin,65.57,14
2022-09-14,ICu,Pseudomonas aeruginosa,Levofloxacin,68.96,18
2022-09-21,ICu,Pseudomonas aeruginosa,Levofloxacin,62.73,12
2022-09-28,ICu,Pseudomonas aeruginosa,Levofloxacin,52.13,19
2022-10-05,ICu,Pseudomonas aeruginosa,Levofloxacin,60.46,14
2022-10-12,ICu,Pseudomonas aeruginosa,Levofloxacin,61.26,17
2022-10-19,ICu,Pseudomonas aeruginosa,Levofloxacin,57.52,10
2022-10-26,ICu,Pseudomonas aeruginosa,Levofloxacin,51.5,10
2022-11-02,ICu,Pseudomonas aeruginosa,Levofloxacin,65.88,7
2022-11-09,ICu,Pseudomonas aeruginosa,Levofloxacin,58.35,19
2022-11-16,ICu,Pseudomonas aeruginosa,Levofloxacin,58.92,7
2022-11-23,ICu,Pseudomonas aeruginosa,Levofloxacin,65.75,16
2022-11-30,ICu,Pseudomonas aeruginosa,Levofloxacin,73.44,12
2022-12-07,ICu,Pseudomonas aeruginosa,Levofloxacin,76.08,10
2022-12-14,ICu,Pseudomonas aeruginosa,Levofloxacin,71.23,15
2022-12-21,ICu,Pseudomonas aeruginosa,Levofloxacin,63.45,18
2022-12-28,ICu,Pseudomonas aeruginosa,Levofloxacin,61.99,10
2023-01-04,ICu,Pseudomonas aeruginosa,Levofloxacin,68.7,16
2023-01-11,ICu,Pseudomonas aeruginosa,Levofloxacin,64.47,15
2023-01-18,ICu,Pseudomonas aeruginosa,Levofloxacin,65.91,9
2023-01-25,ICu,Pseudomonas aeruginosa,Levofloxacin,69.86,17
2023-02-01,ICu,Pseudomonas aeruginosa,Levofloxacin,59.03,5
2023-02-08,ICu,Pseudomonas aeruginosa,Levofloxacin,71.88,14
2023-02-15,ICu,Pseudomonas aeruginosa,Levofloxacin,73.65,6
2023-02-22,ICu,Pseudomonas aeruginosa,Levofloxacin,68.73,12
2023-03-01,ICu,Pseudomonas aeruginosa,Levofloxacin,66.64,15
2023-03-08,ICu,Pseudomonas aeruginosa,Levofloxacin,72.06,19
2023-03-15,ICu,Pseudomonas aeruginosa,Levofloxacin,64.92,5
2023-03-22,ICu,Pseudomonas aeruginosa,Levofloxacin,70.25,22
2023-03-29,ICu,Pseudomonas aeruginosa,Levofloxacin,61.01,19
2023-04-05,ICu,Pseudomonas aeruginosa,Levofloxacin,68.53,8
2023-04-12,ICu,Pseudomonas aeruginosa,Levofloxacin,78.57,17
2023-04-19,ICu,Pseudomonas aeruginosa,Levofloxacin,63.66,11
2023-04-26,ICu,Pseudomonas aeruginosa,Levofloxacin,73.66,5
2023-05-03,ICu,Pseudomonas aeruginosa,Levofloxacin,71.52,23
2023-05-10,ICu,Pseudomonas aeruginosa,Levofloxacin,70.62,7
2023-05-17,ICu,Pseudomonas aeruginosa,Levofloxacin,74.71,20
2023-05-24,ICu,Pseudomonas aeruginosa,Levofloxacin,58.34,12
2023-05-31,ICu,Pseudomonas aeruginosa,Levofloxacin,62.69,19
2023-06-07,ICu,Pseudomonas aeruginosa,Levofloxacin,68.0,8
2023-06-14,ICu,Pseudomonas aeruginosa,Levofloxacin,67.31,15
2023-06-21,ICu,Pseudomonas aeruginosa,Levofloxacin,67.26,19
2023-06-28,ICu,Pseudomonas aeruginosa,Levofloxacin,60.37,18
2023-07-05,ICu,Pseudomonas aeruginosa,Levofloxacin,62.52,13
2023-07-12,ICu,Pseudomonas aeruginosa,Levofloxacin,65.58,18
2023-07-19,ICu,Pseudomonas aeruginosa,Levofloxacin,69.48,18
2023-07-26,ICu,Pseudomonas aeruginosa,Levofloxacin,60.06,4
2023-08-02,ICu,Pseudomonas aeruginosa,Levofloxacin,58.74,15
2023-08-09,ICu,Pseudomonas aeruginosa,Levofloxacin,49.1,19
2023-08-16,ICu,Pseudomonas aeruginosa,Levofloxacin,60.68,16
2023-08-23,ICu,Pseudomonas aeruginosa,Levofloxacin,67.61,19
2023-08-30,ICu,Pseudomonas aeruginosa,Levofloxacin,60.15,20
2023-09-06,ICu,Pseudomonas aeruginosa,Levofloxacin,55.2,10
2023-09-13,ICu,Pseudomonas aeruginosa,Levofloxacin,70.46,13
